Contract Year,Sample ID,Population,Type,Date collected,Subsp.,Sex,Processed?,Extracted Sample Location,Sample Plate,Backup Sample in Lysis?,Leftover of Original Sample?,Sample Location,,,,,,,,,,,,,
2022/2023,30-273,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,31-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,32-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,3-268,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,3-273,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,33-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,34-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,35-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,36-273,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,37-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,38-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,39-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,40-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,41-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,4-273,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,46-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,47-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,48-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,49-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,50-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,51-270,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,52-47,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,5-273,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,53 47,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,54 47,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,55 47,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,56 47,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,57 47,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,58 47,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,59 47,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,6 273,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,60 47,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,61 47,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,7-273,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,80-268,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,81-268,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,82-268,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,8-268,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,8-273,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,83-268,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,84-273,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,85-268,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,9-273,Sturgeon River,fecal swab,,Plains Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,88251,WBNP,hair,2021,Wood Bison,f,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,hair,Chest freezer,,,,,,,,,,,,,
2022/2023,659602,WBNP,blood,,Wood Bison,,Y,2022/2023 Contract Box 4,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,0124 000 300 931 364,Dan Fox / Blood,Hair,2021,Plains Bison,f,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,0124 000 300 931 365,Dan Fox / Blood,Hair,2021,Plains Bison,f,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,0124 000 300 931 366,Dan Fox / Blood,Hair,2021,Plains Bison,f,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,0124 000 300 931 367,Dan Fox / Blood,Hair,2021,Plains Bison,f,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,0124 000 300 931 374,Dan Fox / Blood,Hair,2021,Plains Bison,f,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,0124 000 300 931 375,Dan Fox / Blood,Hair,2021,Plains Bison,f,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,0124 000 300 931 376,Dan Fox / Blood,Hair,2021,Plains Bison,m,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,0124 000 300 931 377,Dan Fox / Blood,Hair,2021,Plains Bison,m,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,0124 000 300 931 378,Dan Fox / Blood,Hair,2021,Plains Bison,m,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,0124 000 300 931 379,Dan Fox / Blood,Hair,2021,Plains Bison,m,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,0124 000 300 931 380,Dan Fox / Blood,Hair,2021,Plains Bison,m,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,0124 000 300 931 381,Dan Fox / Blood,Hair,2021,Plains Bison,m,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,0124 000 300 931 382,Dan Fox / Blood,Hair,2021,Plains Bison,m,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,1 GP1,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,10 GP2,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,11 GP1,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,11-03,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,11-07,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,11-09,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,12 GP1,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,12-20,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,12-21,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,12-22,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,12-23,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,12-24,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,12-25,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,12-26,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,12-27,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,12-28,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,12-29,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,12-30,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,12-31,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,124 000 300 684 696 2020,Dan Fox / Blood,Hair,2021,Plains Bison,M,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,124 000 300 684 697 2020,Dan Fox / Blood,Hair,2021,Plains Bison,m,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,124 000 300 703 245 2019,Dan Fox / Blood,Hair,2021,Plains Bison,f,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,124 000 300 703 246 2019,Dan Fox / Blood,Hair,2021,Plains Bison,f,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,124 000 300 931 368 2020,Dan Fox / Blood,Hair,2021,Plains Bison,f,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,124 000 300 931 369 2020,Dan Fox / Blood,Hair,2021,Plains Bison,f,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,124 000 300 931 370 2020,Dan Fox / Blood,Hair,2021,Plains Bison,f,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,124 000 300 931 371 2020,Dan Fox / Blood,Hair,2021,Plains Bison,f,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,124 000 300 931 372 2020,Dan Fox / Blood,Hair,2021,Plains Bison,f,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,124 000 300 931 373,Dan Fox / Blood,Hair,2021,Plains Bison,m,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,N,Hair,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,13 GP1,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,14 GP1,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,15 GP1,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,150_000,Hay Zama,Fecal,3/18/2020,Wood Bison,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,150_000,Hay Zama,hair,18-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 3,2022/2023 Contract Plate 3,,,,,,,,,,,,,,,,
2022/2023,150_020,Etthithun,Fecal,3/15/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,150_020,Etthithun,hair,15-Mar-20,Wood Bison,,Y,,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,150_060,Etthithun,Fecal,3/15/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,150_060,Etthithun,hair,15-Mar-20,Wood Bison,,Y,,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,150_070,Etthithun,Fecal,3/16/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,150_070,Etthithun,hair,16-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,150_080,Etthithun,Fecal,3/15/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,150_080,Etthithun,hair,15-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,150_100,Etthithun,Fecal,3/16/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,150_100,Etthithun,hair,16-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,150_130,Etthithun,Fecal,3/16/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,150_130,Etthithun,hair,16-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,150_190,Wabasca,Fecal,3/17/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,150_190,Wabasca,hair,17-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,150_230,Wabasca,Fecal,3/17/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,150_230,Wabasca,hair,17-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,150_250,Wabasca,hair,17-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,150_300,Wabasca,hair,17-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,150_320,Hay Zama,hair,18-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,150_400,Hay Zama,Fecal,3/18/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,150_400,Hay Zama,hair,18-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,150_490,Hay Zama,Fecal,3/18/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,150_490,Hay Zama,hair,18-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,150_510,Hay Zama,Fecal,3/18/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,150_610,Hay Zama,Fecal,3/18/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,150_620,Hay Zama,Fecal,3/18/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,150_620,Hay Zama,hair,18-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,150_680,Hay Zama,hair,18-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 3,2022/2023 Contract Plate 3,,,,,,,,,,,,,,,,
2022/2023,150_680,Hay Zama,Fecal,3/18/2020,Wood Bison,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,150_790,Hay Zama,Fecal,3/18/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,150_820,Hay Zama,hair,18-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 3,2022/2023 Contract Plate 3,,,,,,,,,,,,,,,,
2022/2023,150_820,Hay Zama,Fecal,3/18/2020,Wood Bison,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,151_060,Hay Zama,Fecal,3/18/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,151_060,Hay Zama,hair,18-Mar-20,Wood Bison,,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,151_220,Hay Zama,Fecal,4/1/2020,Wood Bison,,Y,2022/2023 Contract Box 1,2022/2023 Contract Plate 1,,,,,,,,,,,,,,,,
2022/2023,151_220,Hay Zama,hair,1-Apr-20,Wood Bison,,Y,2022/2023 Contract Box 3,2022/2023 Contract Plate 3,,,,,,,,,,,,,,,,
2022/2023,151_390,Hay Zama,hair,1-Apr-20,Wood Bison,,Y,2022/2023 Contract Box 2,2022/2023 Contract Plate 2,,,,,,,,,,,,,,,,
2022/2023,16 GP1,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,17 GP1,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,18 GP2,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,19 GP2,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,2 GP1,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,20 GP2,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,21 GP2,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,22 GP2,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,23 GP2,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,24 GP2,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,25 GP2,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,26 GP2,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,3 GP1,Etthithun,fecal swab,,Wood Bison,,Y,,2022/2023 Contract Plate 4,,,,,,,,,,,,,,,,
2022/2023,B… Steak,AB?,DNA,,"**labled ""Bison Steak 1""?**",,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison 1,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 1,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 10,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 102,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 106,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 108,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 11,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 13,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 14,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 15,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 16,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 17,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 19,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 2,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 20,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 21,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 22,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 23,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 24,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 27,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 3,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 30,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 39,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 4,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 40,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 43,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 47,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 5,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 6,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 7,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,Bison Blood 8,,DNA,,,,N,NA,NA,,,,,,,,,,,,,,,,
2022/2023,BlueDart4,WBNP / Nyarling,Biopsy,9/14/2021,Wood Bison,f,Y,2022/2023 Contract Box 3,2022/2023 Contract Plate 3,N,One tissue punch,Chest freezer - hair and biopsy bin,,,,,,,,,,,,,
2022/2023,BSN-102,WBNP,Ear,23/09/2021,Wood,unk,Y,2022/2023 Contract Box 4,2022/2023 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2022/2023,BSN-103,WBNP,Ear,23/09/2021,Wood,unk,Y,2022/2023 Contract Box 4,2022/2023 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2022/2023,BSN-104,WBNP,Ear,23/09/2021,Wood,unk,Y,2022/2023 Contract Box 4,2022/2023 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2022/2023,BSN-105,WBNP,Ear,23/09/2021,Wood,unk,Y,2022/2023 Contract Box 4,2022/2023 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2022/2023,BSN-106,WBNP,Ear,27/09/2021,Wood,F,Y,2022/2023 Contract Box 4,2022/2023 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2022/2023,BSN-107 (Adult Male),WBNP,Ear,13/10/2021,Wood,M ,Y,2022/2023 Contract Box 4,2022/2023 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2022/2023,BSN-107 (Yearling Female),WBNP,2 Ears,7/12/2021,Wood,F,Y,2022/2023 Contract Box 4,2022/2023 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
2022/2023,BSN-108,WBNP,Ear,16/10/2021,Wood,M ,Y,2022/2023 Contract Box 4,2022/2023 Contract Plate 4,N,Full ear ,Chest Freezer,,,,,,,,,,,,,
