Kit #,Sample name,Description,Contact,Date received at LeRDC/Sherbrooke,Condition on Arrival,Sample temperature,Bison Sex,Age,Bison Herd,Area,Bison subspecies,Date of Collection,Location (GPS?),Notes,date of gDNA extraction,DNA/Sample sent to Trent,Metagenomic,5 mL tube,2 mL tube,Ziploc,Comments,,1
969,WBNP-969-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Warm,NA,NA,Hay Camp,Wood Buffalo National Park ,Wood,12/15/2022,"59.029535, -111.874503",Group of 36 bisons,11/23/2023,,,2,,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
970,WBNP-970-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Warm,NA,NA,Hay Camp,Wood Buffalo National Park ,Wood,12/15/2022,"59.029535, -111.874503",Group of 36 bisons,2/13/2024,,,3,,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
971,WBNP-971-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Warm,NA,NA,Hay Camp,Wood Buffalo National Park ,Wood,12/15/2022,"59.029535, -111.874503",Group of 36 bisons,11/23/2023,,,4,,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
972,WBNP-972-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Warm,NA,NA,Hay Camp,Wood Buffalo National Park ,Wood,12/15/2022,"59.029535, -111.874503",Group of 36 bisons,2/13/2024,,,5,,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
973,WBNP-973-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Cold,NA,NA,Nyarling,Wood Buffalo National Park ,Wood,12/20/2022,"60.189362, -113.737542",,2/13/2024,,,7,,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
974,WBNP-974-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Cold,NA,NA,Nyarling,Wood Buffalo National Park ,Wood,12/20/2022,"60.189362, -113.737542",,2/12/2024,,,8,,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
975,WBNP-975-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Cold,NA,NA,Nyarling,Wood Buffalo National Park ,Wood,12/20/2022,"60.189362, -113.737542",,2/12/2024,,,9,,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
976,WBNP-976-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Cold,NA,NA,Nyarling,Wood Buffalo National Park ,Wood,12/20/2022,"60.189362, -113.737542",,2/12/2024,,,10,,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
977,WBNP-977-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Cold,NA,NA,Nyarling,Wood Buffalo National Park ,Wood,2/10/2023,"60.145831, -113.452019",km 168 Highway 5 ,2/12/2024,,,3,Received in saskatoon partially thawed,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
978,WBNP-978-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Warm,NA,NA,Nyarling,Wood Buffalo National Park ,Wood,2/15/2023,"60.258709, -113.956933",km 136 Highway 5,2/12/2024,,,19,Received in saskatoon partially thawed,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
979,WBNP-979-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Warm,NA,NA,Nyarling,Wood Buffalo National Park ,Wood,2/15/2023,"60.258709, -113.956933",km 136 Highway 5,2/12/2024,,,20,Received in saskatoon partially thawed,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
980,WBNP-980-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Warm,NA,NA,Nyarling,Wood Buffalo National Park ,Wood,2/15/2023,"60.258709, -113.956933",km 136 Highway 5,2/12/2024,,,21,Received in saskatoon partially thawed,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
981,WBNP-981-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Warm,NA,NA,Nyarling,Wood Buffalo National Park ,Wood,2/15/2023,"60.258709, -113.956933",km 136 Highway 5,2/12/2024,,,22,Received in saskatoon partially thawed,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
982,WBNP-982-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Cold,NA,NA,Nyarling,Wood Buffalo National Park ,Wood,2/16/2023,"60.250898, -113.929535",km 138 Highway 5,2/12/2024,,,23,Received in saskatoon partially thawed,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
983,WBNP-983-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Cold,NA,NA,Nyarling,Wood Buffalo National Park ,Wood,2/16/2023,"60.240783, -113.894520",km 140 Highway 5,1/22/2024,,,25,Received in saskatoon partially thawed,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
984,WBNP-984-Fe,Fecal ,Keith Hartery,3/14/2023,Frozen,Cold,NA,NA,Hay Camp,Wood Buffalo National Park ,Wood,2/22/2023,"59.123251, -112.061052",km 134 Carlson,1/22/2024,,,26,Received in saskatoon partially thawed,,"Swabbed + subsampled, already at Trent (2023-08-04)",,
62,WNP-62-Fe,Fecal,Rob Found,6/29/2022,Frozen,Frozen,Unknown,2-4 years,,Waterton National Park,Plain,2/22/2022,Winter paddock,,10/5/2022,11/16/2022,1/12/2023,x,x,x,,,
63,WNP-63-Fe,Fecal,Rob Found,6/29/2022,Frozen,Fresh,Unknown,2-4 years,,Waterton National Park,Plain,2/22/2022,Winter paddock,,10/5/2022,11/16/2022,1/12/2023,x,x,x,,,
64,WNP-64-Fe,Fecal,Rob Found,6/29/2022,Frozen,Frozen,Unknown,2-4 years,,Waterton National Park,Plain,2/22/2022,Winter paddock,,10/5/2022,11/16/2022,1/12/2023,x,x,x,,,
65,WNP-65-Fe,Fecal,Rob Found,6/29/2022,Frozen,Frozen,Unknown,2-4 years,,Waterton National Park,Plain,2/22/2022,Winter paddock,,10/3/2022,NO,,x,x,x,,,
66,WNP-66-Fe,Fecal,Rob Found,6/29/2022,Frozen,Frozen,Unknown,2-4 years,,Waterton National Park,Plain,2/22/2022,Winter paddock,,10/5/2022,11/16/2022,1/12/2023,x,x,x,,,
67,WNP-67-Fe,Fecal,Rob Found,6/29/2022,Frozen,Warm,Unknown,2-4 years,Kainai,Waterton National Park,Plain,3/21/2022,NA,,10/5/2022,11/16/2022,1/12/2023,x,x,x,,,
74,WNP-74-Fe,Fecal,Rob Found,6/29/2022,Frozen,Warm,Unknown,2-4 years,Kainai,Waterton National Park,Plain,3/21/2022,NA,,10/27/2022,11/16/2022,1/12/2023,x,x,x,,,
75,WNP-75-Fe,Fecal,Rob Found,6/29/2022,Frozen,Warm,Unknown,2-4 years,Kainai,Waterton National Park,Plain,3/21/2022,NA,,10/3/2022,11/16/2022,,x,x,x,,,
76,WNP-76-Fe,Fecal,Rob Found,6/29/2022,Frozen,Warm,Unknown,2-4 years,Kainai,Waterton National Park,Plain,3/21/2022,NA,,10/5/2022,11/16/2022,1/12/2023,x,x,x,,,
77,WNP-77-Fe,Fecal,Rob Found,6/29/2022,Frozen,Warm,Unknown,2-4 years,Kainai,Waterton National Park,Plain,3/21/2022,NA,,10/5/2022,11/16/2022,1/12/2023,x,x,x,,,
78,WNP-78-Fe,Fecal,Rob Found,6/29/2022,Frozen,Warm,Unknown,unknown,Piikani CY Ranch,Waterton National Park,Plain,3/21/2022,12u  287342N  5437339E,,10/3/2022,11/16/2022,1/12/2023,x,x,x,,,
79,WNP-79-Fe,Fecal,Rob Found,6/29/2022,Frozen,Warm,Unknown,unknown,Piikani CY Ranch,Waterton National Park,Plain,3/21/2022,12u  287342N  5437339E,,10/5/2022,11/16/2022,1/12/2023,x,x,x,,,
80,WNP-80-Fe,Fecal,Rob Found,6/29/2022,Frozen,Cold,Unknown,unknown,Piikani CY Ranch,Waterton National Park,Plain,3/21/2022,12u  287342N  5437339E,,10/5/2022,11/16/2022,1/12/2023,x,x,x,,,
81,WNP-81-Fe,Fecal,Rob Found,6/29/2022,Frozen,Cold,Unknown,unknown,Piikani CY Ranch,Waterton National Park,Plain,3/21/2022,12u  287342N  5437339E,,10/5/2022,11/16/2022,1/12/2023,x,x,x,,,
82,WNP-82-Fe,Fecal,Rob Found,6/29/2022,Frozen,Warm,Unknown,unknown,Piikani CY Ranch,Waterton National Park,Plain,3/21/2022,12u  287342N  5437339E,,10/5/2022,11/16/2022,1/12/2023,x,x,x,,,
84,WNP-84-Fe,Fecal,Rob Found,6/29/2022,Frozen,Cold,Unknown,2-4 years,,Waterton National Park,Plain,5/6/2022,Winter paddock,,10/5/2022,11/16/2022,1/12/2023,x,x,x,,,
85,WNP-85-Fe,Fecal,Rob Found,6/29/2022,Frozen,Cold,Unknown,2-4 years,,Waterton National Park,Plain,5/6/2022,Winter paddock,,10/5/2022,11/16/2022,1/12/2023,x,x,x,,,
88,WNP-88-Fe,Fecal,Rob Found,6/29/2022,Frozen,Cold,Unknown,2-4 years,,Waterton National Park,Plain,5/7/2022,Winter paddock,,10/5/2022,11/16/2022,1/12/2023,x,x,x,,,
89,WNP-89-Fe,Fecal,Rob Found,6/29/2022,Frozen,Cold,Unknown,2-4 years,,Waterton National Park,Plain,5/7/2022,Winter paddock,,10/5/2022,11/16/2022,,x,x,x,,,
90,WNP-90-Fe,Fecal,Rob Found,6/29/2022,Frozen,Cold,Unknown,2-4 years,,Waterton National Park,Plain,5/6/2022,Winter paddock,,10/5/2022,11/16/2022,1/12/2023,x,x,x,,,
1,YUK-01-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,,3/27/2024,,,,,,,,
4,YUK-04-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,,3/26/2024,,,,,,,,
5,YUK-05-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,9/1/2022,,,3/27/2024,,,,,,,,
6,YUK-06-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,,3/26/2024,,,,,,,,
7,YUK-07-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,,3/27/2024,,,,,,,,
8,YUK-08-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,9/1/2022,,,3/26/2024,,,,,,,,
9,YUK-09-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,9/1/2022,,,3/27/2024,,,,,,,,
1047,YUK-1047-fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,11/29/2023,Frozen,,,,Aishihik,Yukon-Hunter,Wood,2/23/2022,,YG ID 51563,3/27/2024,,,,,,,,
1071,YUK-1071-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 114,3/26/2024,,,,,,,,
1081,YUK-1081-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 110,3/26/2024,,,,,,,,
1085,YUK-1085-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 115,4/9/2024,,,,,,,,
1086,YUK-1086-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 111,3/27/2024,,,,,,,,
1088,YUK-1088-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 117,3/27/2024,,,,,,,,
1089,YUK-1089-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 113,4/9/2024,,,,,,,,
1091,YUK-1091-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 119,3/26/2024,,,,,,,,
10,YUK-10-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,9/1/2022,,,3/26/2024,,,,,,,,
1116,YUK-1116-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 108,4/9/2024,,,,,,,,
1117,YUK-1117-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 105,3/26/2024,,,,,,,,
1118,YUK-1118-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 106,4/9/2024,,,,,,,,
1119,YUK-1119-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 100,3/26/2024,,,,,,,,
1121,YUK-1121-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 107,3/26/2024,,,,,,,,
1122,YUK-1122-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,Warm,NA,Adult,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 101,3/26/2024,,,,,,,,
1123,YUK-1123-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 103,3/26/2024,,,,,,,,
1124,YUK-1124-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 104,4/9/2024,,,,,,,,
1125,YUK-1125-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,YG ID 102,3/26/2024,,,,,,,,
11,YUK-11-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,9/1/2022,,,3/26/2024,,,,,,,,
1285,YUK-1285-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-01,8/6/2024,,,,,,Subsampled (2024-07-31),,
1286,YUK-1286-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-02,8/6/2024,,,,,,Subsampled (2024-07-31),,
1287,YUK-1287-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-03,8/6/2024,,,,,,Subsampled (2024-07-31),,
1288,YUK-1288-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-04,8/6/2024,,,,,,Subsampled (2024-07-31),,
1289,YUK-1289-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-05,8/6/2024,,,,,,Subsampled (2024-07-31),,
1290,YUK-1290-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-06,8/6/2024,,,,,,Subsampled (2024-07-30),,
1291,YUK-1291-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-07,8/6/2024,,,,,,Subsampled (2024-07-30),,
1292,YUK-1292-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-08,8/6/2024,,,,,,Subsampled (2024-07-31),,
1293,YUK-1293-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-09,8/6/2024,,,,,,Subsampled (2024-07-30),,
1294,YUK-1294-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-10,8/6/2024,,,,,,Subsampled (2024-07-30),,
1295,YUK-1295-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-11,8/6/2024,,,,,,Subsampled (2024-07-31),,
1296,YUK-1296-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-12,8/6/2024,,,,,,Subsampled (2024-07-30),,
1297,YUK-1297-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-13,8/6/2024,,,,,,Subsampled (2024-07-31),,
1298,YUK-1298-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-14,8/6/2024,,,,,,Subsampled (2024-07-30),,
1299,YUK-1299-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-15,8/6/2024,,,,,,Subsampled (2024-07-31),,
12,YUK-12-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,9/1/2022,,,3/27/2024,,,,,,,,
1300,YUK-1300-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-16,8/6/2024,,,,,,Subsampled (2024-07-31),,
1301,YUK-1301-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-17,8/6/2024,,,,,,Subsampled (2024-07-31),,
1302,YUK-1302-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-18,8/6/2024,,,,,,Subsampled (2024-07-30),,
1303,YUK-1303-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-19,8/6/2024,,,,,,Subsampled (2024-07-31),,
1304,YUK-1304-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-20,8/6/2024,,,,,,Subsampled (2024-07-30),,
1305,YUK-1305-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-21,8/6/2024,,,,,,Subsampled (2024-07-30),,
1306,YUK-1306-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-22,8/6/2024,,,,,,Subsampled (2024-07-31),,
1307,YUK-1307-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-23,8/6/2024,,,,,,Subsampled (2024-07-30),,
1308,YUK-1308-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-24,8/6/2024,,,,,,Subsampled (2024-07-31),,
1309,YUK-1309-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-25,8/6/2024,,,,,,Subsampled (2024-07-30),,
1310,YUK-1310-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-26,8/6/2024,,,,,,Subsampled (2024-07-30),,
1311,YUK-1311-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-27,8/6/2024,,,,,,Subsampled (2024-07-31),,
1312,YUK-1312-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-28,8/6/2024,,,,,,Subsampled (2024-07-31),,
1313,YUK-1313-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-29,8/6/2024,,,,,,Subsampled (2024-07-31),,
1314,YUK-1314-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,6/20/2024,Frozen,Frozen,Unknown,Unknown,Nordquist,BC/YT Government,Wood,1/4/2024,,2024-Jan-Nord-30,8/6/2024,,,,,,Subsampled (2024-07-30),,
1315,YUK-1315-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-01,8/7/2024,,,,,,Subsampled (2024-07-30),,
1316,YUK-1316-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-02,8/6/2024,,,,,,Subsampled (2024-07-30),,
1317,YUK-1317-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-03,8/7/2024,,,,,,Subsampled (2024-07-31),,
1318,YUK-1318-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-04,8/7/2024,,,,,,Subsampled (2024-07-30),,
1319,YUK-1319-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-05,8/7/2024,,,,,,Subsampled (2024-07-30),,
1320,YUK-1320-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-06,8/7/2024,,,,,,Subsampled (2024-07-31),,
1321,YUK-1321-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-07,8/6/2024,,,,,,Subsampled (2024-07-31),,
1322,YUK-1322-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-08,8/6/2024,,,,,,Subsampled (2024-08-01),,
1323,YUK-1323-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-09,8/7/2024,,,,,,Subsampled (2024-07-30),,
1324,YUK-1324-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-10,8/7/2024,,,,,,Subsampled (2024-07-30),,
1325,YUK-1325-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-11,8/7/2024,,,,,,Subsampled (2024-07-30),,
1326,YUK-1326-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-12,8/7/2024,,,,,,Subsampled (2024-07-31),,
1327,YUK-1327-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-13,8/6/2024,,,,,,Subsampled (2024-08-01),,
1328,YUK-1328-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-14,8/7/2024,,,,,,Subsampled (2024-07-30),,
1329,YUK-1329-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-15,8/7/2024,,,,,,Subsampled (2024-07-30),,
1330,YUK-1330-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-16,8/7/2024,,,,,,Subsampled (2024-07-30),,
1331,YUK-1331-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-17,8/6/2024,,,,,,Subsampled (2024-08-01),,
1332,YUK-1332-fe,Fecal,Thomas Jung/Hannah Miller/Jane Harms,6/20/2024,Frozen,Frozen,Unknown,Unknown,Aishihik,Yukon Government,Wood,3/22/2024,,2024-Mar-AH-18,8/7/2024,,,,,,Subsampled (2024-07-30),,
